																												Abundances of TMT tag in MS3 (Normalized)							
High	O75688	Protein phosphatase 1B OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=1	0	8.91	5	2	2	2	479	52.6	5.05	6.61	2	metabolic process;regulation of biological process	cytoplasm;cytosol;membrane	catalytic activity;metal ion binding;protein binding	"Pf00481, Pf07830, Pf13672"	5495	ENSG00000138032.20	2	MAPK Signaling Pathway	PPM1B	MAPK signaling pathway	ISG15 antiviral mechanism	7	0		42.9	42.9	39.9	38.5	33.4	34.8	1	
High	Q9NRL3	Striatin-4 OS=Homo sapiens OX=9606 GN=STRN4 PE=1 SV=2	0	8.906	3	2	2	2	753	80.5	5.4	6.54	2		cytoplasm;membrane	protein binding	"Pf00400, Pf08232"	29888	ENSG00000090372.14	19		STRN4			0	0		91.3	41.2	48.6	30.5	36.2	22.2	1	
High	P51798	H(+)/Cl(-) exchange transporter 7 OS=Homo sapiens OX=9606 GN=CLCN7 PE=1 SV=2	0	8.898	3	3	5	3	805	88.6	8.43	15.98	3	response to stimulus;transport	membrane;vacuole	nucleotide binding;transporter activity	"Pf00571, Pf00654"	1186	ENSG00000103249.17	16		CLCN7		Stimuli-sensing channels	3	0		10.4	21.8	20.1	15.5	51.2	39.9	1	
High	Q5TGY3	AT-hook DNA-binding motif-containing protein 1 OS=Homo sapiens OX=9606 GN=AHDC1 PE=1 SV=1	0	8.895	2	2	2	2	1603	168.2	9.04	8.11	2			DNA binding		27245	ENSG00000126705.13	1	Mesodermal Commitment Pathway	AHDC1			1	0		134.9	35.4	50.8	56.1	25.3	28.5	1	
High	P82664	"28S ribosomal protein S10, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS10 PE=1 SV=2"	0	8.881	13	2	2	2	201	23	8	7.61	2	cell organization and biogenesis;metabolic process	membrane;mitochondrion;ribosome		Pf00338	55173	ENSG00000048544.5	6		MRPS10	Ribosome	Mitochondrial translation initiation; Mitochondrial translation elongation; Mitochondrial translation termination	7	0		29.8	26.9	33.9	24.5	26	14.1	1	
High	A6NFI3	Zinc finger protein 316 OS=Homo sapiens OX=9606 GN=ZNF316 PE=1 SV=1	0	8.877	4	2	3	2	1004	108.4	5.31	12.72	2	metabolic process;regulation of biological process	nucleus	DNA binding;metal ion binding	"Pf00096, Pf01352, Pf13465"	100131017	ENSG00000205903.6	7		ZNF316			0	0								1	
High	Q12981	Vesicle transport protein SEC20 OS=Homo sapiens OX=9606 GN=BNIP1 PE=1 SV=3	0	8.86	12	3	3	3	228	26.1	8.95	8.43	3	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;transport	cytoplasm;endoplasmic reticulum;membrane;mitochondrion	protein binding	Pf03908	662	ENSG00000113734.17	5		BNIP1	SNARE interactions in vesicular transport	COPI-dependent Golgi-to-ER retrograde traffic	6	0		146.8	212	246.3	183.4	246.8	269.3	1	
High	E2QRK7	Tight junction-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TJAP1 PE=1 SV=1	0	8.85	18	3	3	3	193	22.8	7.03	6.28	3						ENSG00000137221.14	6					0	0		22.5	46.1	36.6	29.2	15.6	20.7	1	
High	Q92901	60S ribosomal protein L3-like OS=Homo sapiens OX=9606 GN=RPL3L PE=2 SV=3	0	8.837	6	3	11	1	407	46.3	10.45	26.39	3	cell organization and biogenesis;metabolic process	membrane;ribosome	RNA binding;structural molecule activity	Pf00297	6123	ENSG00000140986.7	16	Cytoplasmic Ribosomal Proteins	RPL3L	Ribosome	Peptide chain elongation; Eukaryotic Translation Termination; Viral mRNA Translation; L13a-mediated translational silencing of Ceruloplasmin expression; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Selenocysteine synthesis; Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); GTP hydrolysis and joining of the 60S ribosomal subunit; Major pathway of rRNA processing in the nucleolus and cytosol; Regulation of expression of SLITs and ROBOs; Formation of a pool of free 40S subunits; SRP-dependent cotranslational protein targeting to membrane	34	0								1	
High	E7EX64	Zinc finger protein 76 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF76 PE=1 SV=1	0	8.824	12	3	4	1	340	37.6	7.2	11.32	3			metal ion binding	Pf13465		ENSG00000065029.14	6					0	0								1	
High	O14880	Microsomal glutathione S-transferase 3 OS=Homo sapiens OX=9606 GN=MGST3 PE=1 SV=1	0	8.822	24	3	6	3	152	16.5	9.38	14.43	3	metabolic process;response to stimulus	endoplasmic reticulum;membrane	antioxidant activity;catalytic activity;protein binding	Pf01124	4259	ENSG00000143198.12	1	NRF2 pathway; Metapathway biotransformation	MGST3	Glutathione metabolism; Drug metabolism - cytochrome P450; Platinum drug resistance; Metabolism of xenobiotics by cytochrome P450; Chemical carcinogenesis	Glutathione conjugation; Aflatoxin activation and detoxification	12	0		511.8	122.5	122.2	180.1	359.8	1715.4	1	
High	Q8N5G2	Macoilin OS=Homo sapiens OX=9606 GN=MACO1 PE=1 SV=1	0	8.821	4	3	6	3	664	76.1	9.07	16.08	3		membrane;nucleus	catalytic activity;motor activity	"Pf01576, Pf05667, Pf08614, Pf09726, Pf12128, Pf13493, Pf14264, Pf15619"	55219	ENSG00000204178.9	1		TMEM57; MACO1			0	0		34.1	53.7	51.3	39.2	62.5	41.9	1	
High	Q86W50	RNA N6-adenosine-methyltransferase METTL16 OS=Homo sapiens OX=9606 GN=METTL16 PE=1 SV=2	0	8.81	6	3	4	3	562	63.6	7.85	10.39	3	metabolic process;regulation of biological process	nucleus	catalytic activity;RNA binding	Pf05971	79066	ENSG00000127804.12	17		METTL16			0	0								1	
High	Q13190	Syntaxin-5 OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=2	0	8.805	10	3	3	3	355	39.6	9.16	9	3	cell organization and biogenesis;regulation of biological process;transport	cytosol;endoplasmic reticulum;Golgi;membrane	protein binding	"Pf00804, Pf05739"	6811	ENSG00000162236.11	11		STX5	SNARE interactions in vesicular transport	COPI-mediated anterograde transport; Intra-Golgi traffic; Cargo concentration in the ER; COPII (Coat Protein 2) Mediated Vesicle Transport	13	0		94.7	46.5	57.8	47.5	109.7	115.5	1	
High	P0DPB6	DNA-directed RNA polymerases I and III subunit RPAC2 OS=Homo sapiens OX=9606 GN=POLR1D PE=1 SV=1	0	8.799	18	2	3	2	133	15.2	5.8	9.68	2												0	0		168.7	143.7	139.9	135.3	82.4	55.2	1	
High	Q8IZ73	RNA pseudouridylate synthase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RPUSD2 PE=1 SV=2	0	8.789	6	2	3	2	545	61.3	7.17	10.75	2	metabolic process		catalytic activity;RNA binding	Pf00849	27079	ENSG00000166133.17	15		RPUSD2			0	0		31.1	75.7	78.8	71.2	54	26.3	1	
High	Q8TAK5	GA-binding protein subunit beta-2 OS=Homo sapiens OX=9606 GN=GABPB2 PE=1 SV=1	0	8.767	9	4	4	4	448	48.6	5.26	9.77	4	metabolic process;regulation of biological process	nucleus	DNA binding;protein binding	"Pf00023, Pf12796, Pf13606, Pf13637, Pf13857"	126626	ENSG00000143458.11	1		GABPB2			0	0		9.4	57.8	43.9	42.2	62.3	46.7	1	
High	Q9H869	YY1-associated protein 1 OS=Homo sapiens OX=9606 GN=YY1AP1 PE=1 SV=2	0	8.749	4	3	4	1	796	87.9	7.84	11.74	3	cell differentiation;cell proliferation;metabolic process;regulation of biological process	cytoplasm;nucleus	protein binding		55249	ENSG00000163374.19	1		YY1AP1			0	0								1	
High	Q2TAL8	Glutamine-rich protein 1 OS=Homo sapiens OX=9606 GN=QRICH1 PE=1 SV=1	0	8.744	2	1	3	1	776	86.4	5.87	10.74	1	cell organization and biogenesis;development;regulation of biological process	cytoplasm	DNA binding;protein binding	"Pf00619, Pf12012"	54870	ENSG00000198218.10	3		QRICH1			0	0		34.4	172.4	155	131.9	145.6	79	1	
High	A0A0C4DGH3	Numb-like protein OS=Homo sapiens OX=9606 GN=NUMBL PE=1 SV=1	0	8.744	3	1	1	1	568	60.8	8.88	4.36	1	cell division;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm	protein binding	"Pf00640, Pf06311, Pf08416"	9253	ENSG00000105245.9	19	Notch Signaling Pathway; Notch Signaling Pathway	NUMBL			2	0								1	
High	Q9BU61	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Homo sapiens OX=9606 GN=NDUFAF3 PE=1 SV=1	0	8.742	14	2	2	2	184	20.3	8.22	6.5	2	cell organization and biogenesis	membrane;mitochondrion;nucleus	protein binding	Pf04430	25915	ENSG00000178057.14	3		NDUFAF3		Complex I biogenesis	5	0		220.7	106	121.7	76.3	161.4	182.1	1	
High	F5H5N1	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS7 PE=1 SV=1"	0	8.738	14	4	10	4	182	19.8	9.5	20.75	4	cell organization and biogenesis;metabolic process	organelle lumen	catalytic activity;metal ion binding;protein binding	Pf01058	374291	ENSG00000115286.19	19	Electron Transport Chain; Oxidative phosphorylation	NDUFS7			2	0		1944.9	553.8	544.6	419	627.9	1268.4	1	
High	O94966	Ubiquitin carboxyl-terminal hydrolase 19 OS=Homo sapiens OX=9606 GN=USP19 PE=1 SV=2	0	8.736	7	4	4	4	1318	145.6	6.28	11.88	4	metabolic process;regulation of biological process;response to stimulus	cytosol;endoplasmic reticulum;membrane;nucleus	catalytic activity;metal ion binding;protein binding	"Pf00443, Pf01753, Pf04969, Pf13423, Pf14533"	10869	ENSG00000172046.18	3		USP19		Ub-specific processing proteases	4	0								1	
High	Q8NBJ4	Golgi membrane protein 1 OS=Homo sapiens OX=9606 GN=GOLM1 PE=1 SV=1	0	8.725	6	2	2	2	401	45.3	4.97	6.72	2	cell organization and biogenesis;metabolic process;regulation of biological process	Golgi;membrane;organelle lumen	protein binding		51280	ENSG00000135052.16	9		GOLM1		Post-translational protein phosphorylation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	4	0								1	
High	K7ERC8	3-ketodihydrosphingosine reductase OS=Homo sapiens OX=9606 GN=KDSR PE=1 SV=2	0	8.715	9	2	5	2	298	32.7	7.96	12.98	2												0	0		138.8	215.3	223.9	148.9	145.8	104.4	1	
High	P16278	Beta-galactosidase OS=Homo sapiens OX=9606 GN=GLB1 PE=1 SV=2	0	8.714	6	3	3	3	677	76	6.57	8.54	3	metabolic process;response to stimulus;transport	cytoplasm;extracellular;Golgi;organelle lumen;vacuole	catalytic activity;protein binding	"Pf01301, Pf02449, Pf13364"	2720		3	Ectoderm Differentiation	GLB1	Other glycan degradation; Lysosome; Glycosaminoglycan degradation; Glycosphingolipid biosynthesis - ganglio series; Metabolic pathways; Sphingolipid metabolism; Galactose metabolism	Sialic acid metabolism; Neutrophil degranulation; MPS IV - Morquio syndrome B; Glycosphingolipid metabolism; HS-GAG degradation; Keratan sulfate degradation	32	0		11.9	35.4	44.6	41.6	28.4	23.2	1	
High	O75063	Glycosaminoglycan xylosylkinase OS=Homo sapiens OX=9606 GN=FAM20B PE=1 SV=1	0	8.703	9	3	3	3	409	46.4	6.87	8.78	3	metabolic process	Golgi;membrane	catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding	Pf06702	9917	ENSG00000116199.11	1		FAM20B			0	0		36.8	20.1	14.7	17.4	45	52.7	1	
High	Q5VSL9	Striatin-interacting protein 1 OS=Homo sapiens OX=9606 GN=STRIP1 PE=1 SV=1	0	8.69	4	2	3	2	837	95.5	6.29	8.77	2	cell organization and biogenesis;regulation of biological process	cytoplasm;cytosol;nucleus	protein binding	"Pf07923, Pf11882"	85369	ENSG00000143093.14	1		STRIP1			0	0								1	
High	Q9UK58	Cyclin-L1 OS=Homo sapiens OX=9606 GN=CCNL1 PE=1 SV=1	0	8.673	8	3	5	3	526	59.6	10.7	16.23	3	metabolic process;regulation of biological process	nucleus	enzyme regulator activity;protein binding	Pf00134	57018	ENSG00000163660.11	3		CCNL1			0	0		215.6	295.5	292.4	300.9	243.6	239.5	1	
High	Q658P3	Metalloreductase STEAP3 OS=Homo sapiens OX=9606 GN=STEAP3 PE=1 SV=2	0	8.667	8	3	3	3	488	54.6	8.6	7.82	3	cell death;metabolic process;regulation of biological process;transport	cytoplasm;endosome;membrane	catalytic activity;metal ion binding;nucleotide binding;protein binding	"Pf01210, Pf03446, Pf03807"	55240	ENSG00000115107.19	2	Iron metabolism in placenta; Copper homeostasis	STEAP3	p53 signaling pathway	Transferrin endocytosis and recycling; TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	12	0								1	
High	Q9NZC3	Glycerophosphodiester phosphodiesterase 1 OS=Homo sapiens OX=9606 GN=GDE1 PE=1 SV=1	0	8.665	8	2	2	2	331	37.7	6.71	7.09	2	metabolic process	membrane	catalytic activity;metal ion binding	Pf03009	51573	ENSG00000006007.11	16		GDE1		Glycerophospholipid catabolism	5	0		18.3	91.8	92.6	75.1	50.2	67.6	1	
High	F2Z2Y4	Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1	0	8.66	14	2	4	2	272	30.6	6.65	16.85	2	cell proliferation;metabolic process;transport	cytosol;extracellular;nucleus;organelle lumen	catalytic activity;metal ion binding;nucleotide binding;protein binding	"Pf00294, Pf08543"	8566	ENSG00000160209.18	21		PDXK			0	0			16.3	27.2	22.3	16.4	21.5	1	
High	Q9HAJ7	Histone deacetylase complex subunit SAP30L OS=Homo sapiens OX=9606 GN=SAP30L PE=1 SV=1	0	8.648	19	2	5	2	183	20.9	9.36	18.66	2	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	catalytic activity;DNA binding;metal ion binding;protein binding	"Pf13866, Pf13867"	79685	ENSG00000164576.11	5		SAP30L		HDACs deacetylate histones; NoRC negatively regulates rRNA expression	7	0		102	67.8	67.1	44.2	30.7	21.9	1	
High	Q96RT1	Erbin OS=Homo sapiens OX=9606 GN=ERBIN PE=1 SV=2	0	8.645	3	3	3	3	1412	158.2	5.5	8.73	3	cell growth;cell organization and biogenesis;regulation of biological process;response to stimulus;transport	cytoplasm;membrane;nucleus	protein binding;structural molecule activity	"Pf00595, Pf12799, Pf13180, Pf13855"	55914	ENSG00000112851.14	5	Nucleotide-binding Oligomerization Domain (NOD) pathway; NLR Proteins; Pathways Affected in Adenoid Cystic Carcinoma	ERBB2IP; ERBIN	NOD-like receptor signaling pathway	Downregulation of ERBB2 signaling	8	0								1	
High	sp	BID_HUMAN	0	8.644	14	2	3	2	195	22	5.44	10.47	2												0	0		86.8	93.6	94.1	70.8	53.7	30.5	1	
High	Q9NPC7	Myoneurin OS=Homo sapiens OX=9606 GN=MYNN PE=1 SV=1	0	8.639	6	2	2	2	610	68.6	8.25	6.78	2	metabolic process;regulation of biological process	nucleus	DNA binding;metal ion binding;protein binding	"Pf00096, Pf00651, Pf13465"	55892	ENSG00000085274.15	3		MYNN			0	0								1	
High	A0A3B3IST0	Forkhead box protein P1 OS=Homo sapiens OX=9606 GN=FOXP1 PE=1 SV=1	0	8.637	4	2	2	2	676	75.1	6.67	7.41	2												0	0								1	
High	P30825	High affinity cationic amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC7A1 PE=1 SV=1	0	8.632	8	4	4	4	629	67.6	5.43	9.44	4	transport	membrane	protein binding;transporter activity	"Pf00324, Pf13520, Pf13906"	6541	ENSG00000139514.12	13		SLC7A1	MicroRNAs in cancer	Amino acid transport across the plasma membrane	5	0		20.1	64	75.1	73	117.5	213.8	1	
High	Q9H270	Vacuolar protein sorting-associated protein 11 homolog OS=Homo sapiens OX=9606 GN=VPS11 PE=1 SV=1	0	8.627	3	3	4	3	941	107.8	7.05	10.35	3	cell organization and biogenesis;metabolic process;regulation of biological process;transport	endosome;membrane;vacuole	metal ion binding;nucleotide binding;protein binding	"Pf00097, Pf00637, Pf12451, Pf12678, Pf13639, Pf13923, Pf14634, Pf15227"	55823		11		VPS11			0	0		188.5	98	105.4	140.7	109.4	121.5	1	
High	Q9UBT6	DNA polymerase kappa OS=Homo sapiens OX=9606 GN=POLK PE=1 SV=1	0	8.625	5	3	4	3	870	98.7	8.13	11.6	3	metabolic process;response to stimulus	nucleus	catalytic activity;DNA binding;metal ion binding	"Pf00817, Pf11798, Pf11799"	51426	ENSG00000122008.15	5	Aryl Hydrocarbon Receptor Pathway	POLK	Fanconi anemia pathway	Termination of translesion DNA synthesis; Translesion synthesis by POLK; Gap-filling DNA repair synthesis and ligation in TC-NER; HDR through Homologous Recombination (HRR); Dual incision in TC-NER; Gap-filling DNA repair synthesis and ligation in GG-NER; Dual Incision in GG-NER	18	0								1	
High	O43432	Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens OX=9606 GN=EIF4G3 PE=1 SV=2	0	8.617	3	5	10	1	1585	176.5	5.38	22.4	5	metabolic process;regulation of biological process	cytosol	protein binding;RNA binding	"Pf02020, Pf02847, Pf02854"	8672	ENSG00000075151.20	1	Translation Factors	EIF4G3	Viral myocarditis; RNA transport	ISG15 antiviral mechanism	8	0								1	
High	O94822	E3 ubiquitin-protein ligase listerin OS=Homo sapiens OX=9606 GN=LTN1 PE=1 SV=6	0	8.616	2	2	2	2	1766	200.4	6.25	5.24	2	metabolic process		catalytic activity;metal ion binding;protein binding	"Pf11793, Pf12678, Pf12861, Pf12906, Pf13639"	26046	ENSG00000198862.13	21		LTN1		Antigen processing: Ubiquitination & Proteasome degradation	4	0								1	
High	A0A5F9ZH43	Xin actin-binding repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=XIRP2 PE=1 SV=1	0	8.614	1	4	6	3	3837	435.6	6.52	14.74	4												0	0		84.9	69.5	67.7	68.5	737.2	398.9	1	
High	Q96F07	Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens OX=9606 GN=CYFIP2 PE=1 SV=2	0	8.605	3	3	4	1	1278	148.3	7.31	7.41	3	cell death;cell growth;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;nucleus	protein binding	"Pf05994, Pf07159"	26999	ENSG00000055163.19	5	Regulation of Actin Cytoskeleton	CYFIP2	RNA transport; Regulation of actin cytoskeleton	Regulation of actin dynamics for phagocytic cup formation; VEGFA-VEGFR2 Pathway; RHO GTPases Activate WASPs and WAVEs	14	0		133.7	54.9	55.3	49.5	143	63.1	1	
High	O15498	Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1	0	8.599	13	3	6	3	198	22.4	6.92	17.42	3	cell organization and biogenesis;transport	cytoplasm;cytosol;endoplasmic reticulum;endosome;Golgi;membrane;mitochondrion	catalytic activity;protein binding	"Pf00957, Pf13774"	10652	ENSG00000106636.7	7		YKT6	SNARE interactions in vesicular transport	COPI-mediated anterograde transport; Intra-Golgi traffic; COPII (Coat Protein 2) Mediated Vesicle Transport	12	0		219.2	559.9	584.6	559	897.8	524.8	1	
High	Q9NS87	Kinesin-like protein KIF15 OS=Homo sapiens OX=9606 GN=KIF15 PE=1 SV=1	0	8.592	2	2	3	2	1388	160.1	6	8.84	2	cell proliferation;cellular component movement;metabolic process;transport	cytoplasm;cytoskeleton;cytosol;membrane	catalytic activity;DNA binding;motor activity;nucleotide binding;protein binding;transporter activity	"Pf00225, Pf01496, Pf02463, Pf04111, Pf05622, Pf08317, Pf12128, Pf12711, Pf13166, Pf13514, Pf15619"	56992	ENSG00000280610.2; ENSG00000163808.16	3; CHR_HG2066_PATCH	Gastric Cancer Network 1	KIF15		COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; MHC class II antigen presentation	12	0		23.1	62.1	54.6	63	59.1	74.4	1	
High	Q9NP92	"39S ribosomal protein S30, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS30 PE=1 SV=2"	0	8.589	8	2	4	2	439	50.3	7.97	11.74	2	cell death;cell organization and biogenesis;metabolic process	membrane;mitochondrion;ribosome	RNA binding;structural molecule activity	Pf07147	10884	ENSG00000112996.10	5		MRPS30		Mitochondrial translation initiation; Mitochondrial translation elongation; Mitochondrial translation termination	6	0		96.2	79.1	85.1	64.5	75.9	104.7	1	
High	Q6NUQ1	RAD50-interacting protein 1 OS=Homo sapiens OX=9606 GN=RINT1 PE=1 SV=1	0	8.588	8	3	5	3	792	90.6	5.45	11.77	3	regulation of biological process;transport	cytoplasm;cytosol;endoplasmic reticulum;membrane	protein binding	Pf04437	60561	ENSG00000135249.7	7		RINT1		COPI-dependent Golgi-to-ER retrograde traffic	5	0		25.3	48.7	71.9	60.3	63.1	39.4	1	
High	P56589	Peroxisomal biogenesis factor 3 OS=Homo sapiens OX=9606 GN=PEX3 PE=1 SV=1	0	8.583	10	2	5	2	373	42.1	8.15	18.91	2	cell organization and biogenesis;transport	cytosol;endoplasmic reticulum;membrane	protein binding	Pf04882	8504	ENSG00000034693.14	6		PEX3	Peroxisome	ABC transporters in lipid homeostasis	4	0		51.5	84	81.1	79.6	206.5	164.6	1	
High	Q8NDX5	Polyhomeotic-like protein 3 OS=Homo sapiens OX=9606 GN=PHC3 PE=1 SV=1	0	8.581	3	3	4	1	983	106.1	6.62	10.42	3	development;regulation of biological process	nucleus	DNA binding;metal ion binding;protein binding	"Pf00536, Pf07647"	80012	ENSG00000173889.15	3		PHC3		RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known; SUMOylation of chromatin organization proteins; Regulation of PTEN gene transcription; Transcriptional Regulation by E2F6; SUMOylation of DNA damage response and repair proteins; Oxidative Stress Induced Senescence; SUMOylation of RNA binding proteins	22	0		62.7	71.4	64.9	88.6	67.8	68.3	1	
High	O75529	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L OS=Homo sapiens OX=9606 GN=TAF5L PE=1 SV=1	0	8.554	8	3	4	3	589	66.1	5.88	11.21	3	cell organization and biogenesis;metabolic process;regulation of biological process	nucleus	catalytic activity;protein binding	"Pf00400, Pf04494, Pf15492"	27097	ENSG00000135801.9	1		TAF5L	Basal transcription factors; Herpes simplex infection	HATs acetylate histones	5	0		62.4	76.2	72.4	75.6	60.6	52	1	
High	P32121	Beta-arrestin-2 OS=Homo sapiens OX=9606 GN=ARRB2 PE=1 SV=2	0	8.548	9	4	6	2	409	46.1	7.69	12.8	4	cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus	protein binding;structural molecule activity	"Pf00339, Pf02752"	409	ENSG00000141480.17	17	Corticotropin-releasing hormone signaling pathway; Myometrial Relaxation and Contraction Pathways; Wnt Signaling Pathway Netpath; MAPK Signaling Pathway; VEGFA-VEGFR2 Signaling Pathway; Chemokine signaling pathway; Calcium Regulation in the Cardiac Cell	ARRB2	Hedgehog signaling pathway; Endocytosis; Olfactory transduction; Chemokine signaling pathway; Morphine addiction; MAPK signaling pathway; Dopaminergic synapse	Activated NOTCH1 Transmits Signal to the Nucleus; Cargo recognition for clathrin-mediated endocytosis; G alpha (s) signalling events; Signaling by BRAF and RAF fusions; Ub-specific processing proteases; MAP2K and MAPK activation; Signaling by RAS mutants; Signaling by high-kinase activity BRAF mutants; Signaling by moderate kinase activity BRAF mutants; Thrombin signalling through proteinase activated receptors (PARs); Paradoxical activation of RAF signaling by kinase inactive BRAF; Activation of SMO; Interleukin-20 family signaling; WNT5A-dependent internalization of FZD4	55	0								1	
